Flight_ID,Airline,Departure_Airport,Arrival_Airport,Flight_Date,Scheduled_Departure_Time,Actual_Departure_Delay_Min,Scheduled_Arrival_Time,Arrival_Delay_Min,Flight_Duration_Min,Distance_KM,Weather_Condition,Delay_Reason,Gate_Number,Terminal,Passenger_Count,Day_of_Week,Month,On_Time_Status
FL1535,Qatar Airways,MAA,SIN,09-06-2024,23:01:01,74,07:14:45,96,275,2754,Fog,Weather,G15,T1,252,Tuesday,October,Delayed
FL1536,IndiGo,MAA,SIN,02-03-2025,14:00:17,178,03:07:00,181,278,4477,Cloudy,Air Traffic,G28,T1,224,Wednesday,December,Delayed
FL1537,IndiGo,DXB,HYD,13-11-2025,01:33:05,3,05:28:45,0,222,3419,Fog,Air Traffic,G9,T2,165,Tuesday,March,On-Time
FL1538,Emirates,DXB,SIN,06-01-2025,16:13:54,172,16:10:21,178,284,4235,Storm,Late Aircraft,G8,T2,196,Tuesday,December,Delayed
FL1539,Emirates,CCU,BOM,11-05-2024,07:09:24,62,20:16:32,89,72,1242,Cloudy,Technical,G46,T2,238,Wednesday,December,Delayed
FL1540,Air India,HYD,BOM,04-09-2024,13:16:39,30,08:53:39,35,173,2827,Clear,Late Aircraft,G22,T3,263,Thursday,October,Delayed
FL1541,Akasa Air,DEL,MAA,06-08-2025,02:25:38,170,06:46:55,162,113,3253,Fog,Security,G42,T1,175,Saturday,October,Delayed
FL1542,Air India,BOM,HYD,27-05-2025,16:34:42,20,06:44:52,25,263,4052,Fog,Late Aircraft,G24,T1,84,Tuesday,June,Delayed
FL1543,Emirates,CCU,BOM,12-02-2026,14:26:14,29,18:23:24,48,222,4414,Clear,Late Aircraft,G8,T3,331,Saturday,December,Delayed
FL1544,IndiGo,CCU,BLR,05-10-2025,09:43:06,112,23:19:10,141,89,2994,Fog,Technical,G3,T1,114,Saturday,February,Delayed
FL1545,Qatar Airways,CCU,MAA,09-11-2024,20:01:24,35,23:43:51,49,96,3258,Clear,Late Aircraft,G37,T1,190,Monday,July,Delayed
FL1546,Vistara,SIN,CCU,03-10-2024,20:28:41,135,16:30:06,129,247,500,Rain,Crew Issue,G1,T2,213,Thursday,June,Delayed
FL1547,Qatar Airways,DXB,DEL,25-06-2024,22:08:29,34,15:01:40,25,250,3475,Storm,Security,G23,T3,314,Sunday,November,Delayed
FL1548,Vistara,BLR,BOM,07-01-2026,13:35:18,33,06:25:32,68,319,713,Clear,Weather,G31,T2,124,Monday,June,Delayed
FL1549,IndiGo,HYD,DEL,12-12-2025,22:10:17,98,11:33:06,95,318,1209,Fog,Technical,G13,T2,222,Tuesday,December,Delayed
FL1550,IndiGo,BOM,CCU,08-03-2025,23:24:24,33,11:51:44,67,120,2430,Fog,Security,G38,T3,65,Thursday,December,Delayed
FL1551,Emirates,DEL,HYD,27-01-2025,12:03:30,65,09:28:29,94,204,2722,Rain,Security,G34,T2,283,Tuesday,January,Delayed
FL1552,Air India,BOM,BLR,12-01-2026,22:52:33,123,08:20:18,128,247,4845,Rain,Crew Issue,G26,T3,62,Friday,December,Delayed
FL1553,SpiceJet,HYD,DXB,22-03-2025,08:19:34,110,00:23:57,130,349,2642,Fog,Technical,G3,T1,264,Monday,July,Delayed
FL1554,IndiGo,SIN,BOM,01-07-2025,02:00:37,119,03:03:14,135,177,3080,Fog,Weather,G39,T2,102,Monday,May,Delayed
FL1555,IndiGo,SIN,BOM,25-03-2026,12:29:36,38,13:10:45,28,292,736,Clear,Technical,G13,T1,70,Saturday,May,Delayed
FL1556,Qatar Airways,BOM,HYD,04-06-2024,15:55:08,146,00:49:37,154,340,2684,Clear,Air Traffic,G23,T2,81,Thursday,August,Delayed
FL1557,Emirates,HYD,DEL,07-08-2025,00:50:14,73,10:03:35,72,113,1887,Cloudy,Crew Issue,G20,T1,209,Wednesday,July,Delayed
FL1558,Vistara,CCU,BOM,28-08-2025,20:29:59,113,12:29:31,116,237,1311,Clear,Air Traffic,G24,T2,71,Thursday,May,Delayed
FL1559,SpiceJet,BLR,SIN,04-02-2026,19:07:16,29,01:13:35,22,264,1335,Cloudy,Weather,G31,T1,339,Sunday,December,Delayed
FL1560,Emirates,BOM,DEL,17-01-2026,02:58:41,81,20:18:16,104,186,1564,Fog,Security,G29,T2,203,Sunday,October,Delayed
FL1561,IndiGo,BLR,CCU,15-12-2025,22:48:43,17,00:59:42,38,273,2641,Storm,Security,G17,T2,137,Friday,November,Delayed
FL1562,Air India,SIN,HYD,12-06-2024,00:49:16,49,16:31:32,46,216,967,Storm,Air Traffic,G11,T1,170,Thursday,December,Delayed
FL1563,Akasa Air,DEL,CCU,08-01-2026,06:34:15,64,08:24:50,96,206,4532,Cloudy,Security,G27,T3,211,Friday,March,Delayed
FL1564,Vistara,BOM,SIN,09-05-2024,21:42:04,171,23:13:23,164,159,1118,Rain,Technical,G13,T1,132,Sunday,April,Delayed
FL1565,Vistara,MAA,DEL,05-11-2025,05:21:04,176,12:36:41,171,171,3792,Clear,Late Aircraft,G17,T2,235,Tuesday,November,Delayed
FL1566,Akasa Air,MAA,SIN,04-01-2026,01:11:37,156,01:30:22,178,276,4418,Fog,Air Traffic,G21,T3,284,Sunday,February,Delayed
FL1567,Akasa Air,BOM,HYD,20-07-2025,13:10:58,12,22:17:31,38,83,822,Storm,Security,G17,T2,330,Sunday,May,On-Time
FL1568,IndiGo,SIN,DXB,28-05-2024,11:11:46,93,02:22:24,91,80,1616,Cloudy,Security,G42,T3,150,Sunday,July,Delayed
FL1569,Air India,BOM,HYD,03-08-2025,07:25:10,47,21:52:28,75,87,1323,Rain,Security,G41,T3,195,Friday,February,Delayed
FL1570,Qatar Airways,BOM,CCU,13-11-2025,02:03:57,104,11:09:01,100,72,2557,Clear,Air Traffic,G37,T3,149,Wednesday,July,Delayed
FL1571,Emirates,HYD,BLR,08-09-2025,05:15:47,30,01:42:08,21,75,4724,Storm,Security,G38,T3,149,Thursday,January,Delayed
FL1572,Vistara,MAA,BLR,04-01-2026,11:18:51,108,05:15:58,120,232,2072,Rain,Security,G34,T3,265,Saturday,December,Delayed
FL1573,Vistara,DXB,DEL,09-12-2025,12:20:58,7,21:07:18,3,351,1239,Fog,Late Aircraft,G21,T1,77,Monday,December,On-Time
FL1574,SpiceJet,SIN,MAA,22-03-2025,15:09:29,53,23:18:24,43,80,3623,Clear,Air Traffic,G43,T2,276,Wednesday,May,Delayed
FL1575,Emirates,SIN,DXB,23-03-2025,19:30:05,12,04:38:18,50,177,2401,Clear,Technical,G10,T1,102,Wednesday,December,On-Time
FL1576,Qatar Airways,SIN,DXB,16-01-2026,02:53:31,43,14:49:02,79,112,3957,Fog,Air Traffic,G46,T3,62,Thursday,October,Delayed
FL1577,Vistara,BOM,MAA,27-02-2026,01:52:51,164,19:53:43,191,339,4141,Rain,Crew Issue,G22,T3,187,Thursday,September,Delayed
FL1578,IndiGo,CCU,SIN,28-07-2024,18:25:47,162,01:51:52,176,170,2961,Cloudy,Technical,G17,T1,317,Wednesday,December,Delayed
FL1579,Qatar Airways,DXB,BOM,01-08-2024,07:58:29,115,01:41:57,128,88,4566,Cloudy,Security,G25,T1,277,Tuesday,April,Delayed
FL1580,IndiGo,BLR,SIN,06-06-2024,21:34:05,121,05:16:43,136,289,4204,Rain,Weather,G20,T2,168,Monday,June,Delayed
FL1581,SpiceJet,BLR,MAA,07-08-2024,02:41:44,155,15:12:02,160,234,2812,Storm,Security,G40,T2,141,Saturday,February,Delayed
FL1582,SpiceJet,DEL,MAA,24-10-2025,12:18:47,26,19:22:37,57,246,2522,Storm,Security,G30,T2,282,Tuesday,August,Delayed
FL1583,Air India,CCU,MAA,04-01-2025,17:06:50,161,09:26:57,187,193,3762,Fog,Late Aircraft,G32,T3,273,Monday,May,Delayed
FL1584,IndiGo,DEL,HYD,25-02-2025,12:48:26,152,12:51:59,174,114,4325,Rain,Security,G7,T1,293,Sunday,April,Delayed
FL1585,Air India,BLR,DXB,06-09-2024,21:13:59,56,14:13:35,57,75,1019,Fog,Late Aircraft,G43,T2,184,Friday,January,Delayed
FL1586,Air India,DEL,HYD,18-06-2025,03:29:03,110,11:45:22,108,219,4726,Rain,Security,G8,T1,274,Tuesday,May,Delayed
FL1587,Emirates,HYD,DXB,25-07-2024,12:55:01,44,20:00:09,55,118,943,Fog,Crew Issue,G40,T2,244,Sunday,June,Delayed
FL1588,Air India,SIN,MAA,20-11-2025,01:46:07,156,03:15:36,186,216,2957,Storm,Air Traffic,G34,T3,254,Friday,October,Delayed
FL1589,IndiGo,DXB,HYD,16-01-2026,06:20:09,78,23:07:23,90,277,815,Clear,Security,G26,T3,153,Sunday,June,Delayed
FL1590,Emirates,HYD,MAA,14-11-2025,01:42:41,136,10:05:15,130,155,1279,Clear,Crew Issue,G11,T1,192,Wednesday,May,Delayed
FL1591,SpiceJet,CCU,SIN,30-09-2024,06:37:54,31,01:08:53,48,337,532,Fog,Late Aircraft,G17,T3,108,Saturday,May,Delayed
FL1592,Akasa Air,BLR,BOM,30-10-2024,22:18:47,89,09:45:19,122,258,2709,Rain,Weather,G26,T3,74,Thursday,November,Delayed
FL1593,Air India,CCU,DXB,23-10-2025,02:41:16,137,14:48:36,171,326,760,Clear,Late Aircraft,G8,T2,117,Wednesday,May,Delayed
FL1594,Vistara,DXB,BLR,01-08-2025,18:19:53,94,03:24:46,111,108,3473,Clear,Security,G24,T3,237,Friday,April,Delayed
FL1595,Emirates,CCU,DXB,25-04-2025,15:39:19,56,22:03:29,92,218,3613,Rain,Late Aircraft,G26,T3,290,Saturday,August,Delayed
FL1596,SpiceJet,CCU,HYD,14-03-2026,02:35:52,113,03:48:32,107,143,2595,Rain,Late Aircraft,G33,T3,275,Tuesday,May,Delayed
FL1597,Air India,BOM,HYD,25-05-2024,09:07:11,14,02:32:40,35,120,2800,Fog,Late Aircraft,G6,T3,343,Sunday,March,On-Time
FL1598,IndiGo,CCU,DXB,30-09-2024,12:26:18,61,17:02:58,72,269,2649,Rain,Air Traffic,G13,T1,272,Saturday,May,Delayed
FL1599,SpiceJet,DXB,SIN,24-12-2025,19:41:19,2,00:40:06,21,65,1416,Fog,Air Traffic,G8,T3,284,Wednesday,August,On-Time
FL1600,IndiGo,BOM,HYD,07-01-2025,09:05:40,107,08:21:07,129,268,4123,Cloudy,Security,G11,T3,99,Monday,August,Delayed
FL1601,IndiGo,BLR,CCU,08-05-2025,17:22:38,10,21:58:53,30,215,3863,Storm,Security,G6,T2,218,Thursday,January,On-Time
FL1602,Air India,MAA,BOM,07-02-2026,20:29:30,15,16:01:44,8,311,3043,Fog,Crew Issue,G26,T3,188,Thursday,March,On-Time
FL1603,Emirates,CCU,SIN,12-04-2026,17:02:28,100,17:51:52,114,333,1169,Rain,Weather,G18,T2,203,Wednesday,November,Delayed
FL1604,Emirates,MAA,BLR,18-08-2024,19:01:36,133,09:32:49,126,167,1182,Clear,Weather,G29,T2,108,Wednesday,April,Delayed
FL1605,Qatar Airways,MAA,CCU,02-07-2025,09:07:32,124,14:00:14,147,332,544,Rain,Crew Issue,G16,T1,296,Tuesday,October,Delayed
FL1606,Vistara,DXB,CCU,08-07-2025,13:57:46,7,15:17:59,9,67,2825,Storm,Crew Issue,G32,T2,143,Thursday,January,On-Time
FL1607,Air India,DEL,CCU,02-02-2026,10:08:24,64,14:34:17,96,98,4582,Fog,Weather,G20,T2,137,Sunday,September,Delayed
FL1608,Emirates,BLR,DEL,06-11-2025,08:48:50,85,08:02:29,103,145,3415,Clear,Late Aircraft,G9,T3,123,Tuesday,April,Delayed
FL1609,Air India,CCU,MAA,30-05-2025,02:09:28,35,04:02:18,61,215,4309,Clear,Crew Issue,G43,T3,265,Friday,May,Delayed
FL1610,Qatar Airways,MAA,DEL,10-07-2025,06:09:31,169,10:17:16,198,114,2803,Clear,Air Traffic,G48,T2,140,Thursday,December,Delayed
FL1611,Emirates,CCU,BLR,28-06-2024,13:43:34,21,02:37:32,47,214,3236,Rain,Air Traffic,G29,T2,190,Wednesday,April,Delayed
FL1612,Vistara,MAA,SIN,18-11-2024,14:07:38,172,08:20:19,171,287,1761,Clear,Technical,G27,T1,83,Saturday,March,Delayed
FL1613,IndiGo,BLR,DXB,20-12-2024,01:47:47,128,17:25:34,149,148,2952,Cloudy,Security,G7,T1,290,Monday,June,Delayed
FL1614,Emirates,DEL,HYD,18-01-2025,05:06:46,66,07:34:55,75,176,1929,Fog,Security,G35,T3,148,Monday,October,Delayed
FL1615,IndiGo,DEL,DXB,29-07-2025,12:21:14,112,06:44:27,140,150,4229,Clear,Weather,G14,T3,66,Monday,July,Delayed
FL1616,IndiGo,SIN,BLR,27-06-2025,18:17:53,17,23:40:10,51,175,2303,Cloudy,Air Traffic,G27,T2,131,Saturday,March,Delayed
FL1617,Emirates,BLR,DXB,27-09-2024,16:39:04,67,21:03:17,57,173,453,Clear,Air Traffic,G45,T2,165,Saturday,February,Delayed
FL1618,Akasa Air,HYD,CCU,14-05-2025,14:07:10,86,18:32:01,85,262,1364,Rain,Crew Issue,G41,T1,242,Friday,December,Delayed
FL1619,IndiGo,BOM,BLR,04-11-2025,02:15:36,144,17:16:13,155,296,2260,Clear,Crew Issue,G29,T1,117,Friday,April,Delayed
FL1620,Akasa Air,HYD,SIN,26-05-2024,09:21:21,138,08:18:48,148,158,2935,Rain,Air Traffic,G26,T3,158,Thursday,May,Delayed
FL1621,Akasa Air,MAA,DEL,09-10-2024,12:16:44,46,07:37:51,42,213,4947,Storm,Technical,G5,T3,181,Thursday,June,Delayed
FL1622,IndiGo,BLR,DEL,10-11-2025,17:28:23,22,15:48:29,53,143,1722,Clear,Weather,G45,T3,270,Saturday,August,Delayed
FL1623,Qatar Airways,MAA,DEL,25-02-2025,10:36:26,135,04:42:27,165,206,4507,Cloudy,Weather,G39,T3,95,Saturday,February,Delayed
FL1624,Air India,HYD,DXB,26-01-2025,08:04:08,155,11:20:42,190,330,4366,Storm,Air Traffic,G37,T2,244,Thursday,January,Delayed
FL1625,Air India,BOM,SIN,11-03-2026,18:29:00,110,07:31:27,123,342,4435,Clear,Air Traffic,G36,T2,73,Sunday,November,Delayed
FL1626,Emirates,CCU,BLR,23-02-2025,16:51:59,23,04:51:06,54,63,4206,Clear,Weather,G34,T1,230,Monday,March,Delayed
FL1627,SpiceJet,MAA,BLR,10-12-2024,18:18:30,115,17:03:24,127,128,553,Storm,Security,G41,T2,298,Saturday,February,Delayed
FL1628,SpiceJet,CCU,SIN,17-10-2025,13:35:16,53,13:21:56,48,197,3027,Rain,Weather,G7,T2,152,Thursday,August,Delayed
FL1629,Vistara,HYD,SIN,21-08-2025,21:43:14,165,18:04:41,175,271,683,Storm,Crew Issue,G22,T3,87,Sunday,March,Delayed
FL1630,Emirates,BOM,MAA,23-09-2025,13:14:09,163,19:16:28,199,228,2288,Clear,Technical,G13,T1,79,Thursday,October,Delayed
FL1631,Akasa Air,SIN,DXB,07-05-2024,14:25:44,100,19:57:09,114,171,505,Storm,Technical,G48,T3,96,Thursday,June,Delayed
FL1632,Emirates,DEL,SIN,08-11-2025,04:20:38,117,04:05:09,142,98,3899,Rain,Crew Issue,G22,T2,262,Monday,July,Delayed
FL1633,IndiGo,SIN,DEL,04-02-2026,22:36:25,53,23:36:05,63,300,571,Fog,Late Aircraft,G31,T2,251,Monday,December,Delayed
FL1634,Qatar Airways,BLR,DXB,24-07-2025,14:04:32,31,04:58:32,54,314,4649,Fog,Security,G9,T3,188,Saturday,December,Delayed
FL1635,Emirates,BOM,HYD,12-07-2024,21:00:31,9,05:03:35,20,332,4207,Rain,Crew Issue,G48,T2,160,Saturday,November,On-Time
FL1636,Qatar Airways,DXB,BOM,04-11-2024,01:36:46,152,18:19:58,162,161,3100,Cloudy,Security,G1,T1,240,Monday,November,Delayed
FL1637,Qatar Airways,MAA,CCU,29-08-2025,06:09:10,50,14:39:00,75,140,2836,Storm,Crew Issue,G24,T1,243,Monday,August,Delayed
FL1638,SpiceJet,CCU,BOM,04-01-2026,15:54:07,103,11:54:10,107,155,3794,Fog,Weather,G6,T3,50,Tuesday,September,Delayed
FL1639,Qatar Airways,DXB,BLR,19-08-2024,08:04:30,150,02:06:18,178,185,3964,Rain,Weather,G34,T2,300,Thursday,October,Delayed
FL1640,Qatar Airways,SIN,DEL,27-07-2024,06:01:38,168,06:23:26,186,132,4977,Storm,Crew Issue,G6,T2,294,Monday,August,Delayed
FL1641,Vistara,DEL,BOM,11-07-2025,13:30:53,2,17:05:28,8,122,860,Storm,Weather,G12,T3,224,Friday,January,On-Time
FL1642,Akasa Air,BOM,SIN,19-09-2025,13:21:08,108,05:01:47,98,330,3471,Cloudy,Late Aircraft,G32,T2,177,Friday,September,Delayed
FL1643,Emirates,BLR,DXB,28-12-2024,12:36:28,145,05:14:05,183,102,2207,Storm,Air Traffic,G35,T2,127,Sunday,January,Delayed
FL1644,Vistara,BLR,SIN,13-08-2025,10:04:30,57,08:56:10,79,329,3686,Fog,Security,G29,T3,217,Friday,August,Delayed
FL1645,Vistara,CCU,DXB,28-04-2026,08:36:59,82,05:52:21,72,342,3707,Clear,Weather,G6,T3,62,Tuesday,January,Delayed
FL1646,Qatar Airways,CCU,MAA,28-09-2025,21:45:18,63,15:06:22,87,206,3063,Fog,Security,G16,T3,92,Wednesday,December,Delayed
FL1647,Air India,BOM,DEL,25-12-2025,12:29:17,88,05:00:01,97,154,751,Storm,Technical,G44,T3,200,Saturday,December,Delayed
FL1648,SpiceJet,DXB,DEL,29-09-2025,05:33:21,1,00:57:57,12,66,3577,Cloudy,Technical,G3,T1,163,Monday,July,On-Time
FL1649,Qatar Airways,BLR,HYD,15-10-2025,15:46:20,15,11:58:38,23,238,4895,Rain,Late Aircraft,G16,T2,173,Monday,July,On-Time
FL1650,Qatar Airways,DEL,DXB,18-02-2026,07:11:57,112,17:24:52,113,185,2678,Cloudy,Weather,G5,T2,332,Thursday,November,Delayed
FL1651,IndiGo,MAA,HYD,05-04-2026,11:24:48,139,14:15:07,145,156,816,Cloudy,Late Aircraft,G28,T1,118,Friday,July,Delayed
FL1652,Qatar Airways,SIN,HYD,14-03-2025,04:40:19,117,16:40:36,139,109,4251,Rain,Late Aircraft,G41,T3,68,Tuesday,December,Delayed
FL1653,Vistara,MAA,DEL,06-06-2024,13:39:27,122,03:18:21,113,106,751,Cloudy,Security,G33,T2,190,Friday,July,Delayed
FL1654,Emirates,DXB,HYD,20-08-2024,10:40:17,83,16:33:22,79,138,4610,Rain,Air Traffic,G14,T2,264,Wednesday,May,Delayed
FL1655,Air India,SIN,DXB,21-11-2025,16:49:08,146,10:51:46,164,307,3061,Rain,Crew Issue,G41,T3,106,Saturday,December,Delayed
FL1656,Emirates,HYD,SIN,22-03-2025,21:54:35,135,18:57:03,150,121,501,Cloudy,Air Traffic,G17,T3,55,Saturday,September,Delayed
FL1657,Air India,BLR,BOM,25-04-2025,18:50:10,57,22:30:51,51,228,2288,Cloudy,Late Aircraft,G18,T2,268,Saturday,June,Delayed
FL1658,Emirates,MAA,DXB,21-06-2024,19:02:54,176,10:57:02,177,130,2734,Rain,Security,G10,T3,147,Saturday,November,Delayed
FL1659,IndiGo,CCU,DXB,23-08-2025,16:29:22,88,13:12:48,112,267,2933,Fog,Security,G38,T2,71,Friday,October,Delayed
FL1660,Emirates,DXB,CCU,04-10-2024,19:03:13,153,23:20:53,185,354,4614,Cloudy,Air Traffic,G29,T2,279,Sunday,January,Delayed
FL1661,Vistara,BOM,DEL,25-10-2024,04:12:25,19,15:16:39,35,100,2495,Rain,Weather,G44,T3,133,Monday,April,Delayed
FL1662,Qatar Airways,HYD,SIN,04-11-2025,09:23:14,110,15:38:39,101,349,2042,Rain,Air Traffic,G27,T3,315,Wednesday,March,Delayed
FL1663,Qatar Airways,DEL,DXB,13-09-2024,19:48:32,72,04:38:48,94,107,4495,Fog,Technical,G2,T3,114,Monday,June,Delayed
FL1664,Akasa Air,SIN,DEL,09-12-2025,15:54:08,82,09:00:30,97,325,3294,Cloudy,Technical,G48,T3,297,Saturday,September,Delayed
FL1665,Akasa Air,DXB,BOM,08-03-2026,20:37:34,21,07:12:50,46,157,2761,Fog,Late Aircraft,G25,T3,333,Monday,July,Delayed
FL1666,Qatar Airways,DXB,BLR,01-09-2024,10:00:18,112,07:41:48,146,127,1116,Fog,Security,G9,T1,213,Monday,December,Delayed
FL1667,Akasa Air,HYD,BOM,28-09-2024,04:15:53,82,11:36:04,72,197,3791,Storm,Technical,G9,T3,286,Saturday,December,Delayed
FL1668,Akasa Air,CCU,SIN,09-07-2025,18:23:55,45,05:18:43,76,347,475,Cloudy,Late Aircraft,G38,T3,194,Tuesday,December,Delayed
FL1669,Vistara,BLR,MAA,13-07-2025,08:39:30,73,15:20:11,112,342,2401,Rain,Late Aircraft,G35,T1,293,Tuesday,March,Delayed
FL1670,IndiGo,BOM,HYD,06-07-2024,17:59:00,84,23:28:16,98,330,3976,Storm,Air Traffic,G9,T3,297,Wednesday,March,Delayed
FL1671,Qatar Airways,MAA,CCU,14-12-2025,16:19:44,91,21:49:07,97,102,2724,Fog,Weather,G41,T2,219,Thursday,December,Delayed
FL1672,Air India,MAA,DEL,23-03-2025,15:18:42,177,07:40:54,186,227,2386,Fog,Security,G49,T1,294,Sunday,November,Delayed
FL1673,Qatar Airways,HYD,BLR,13-08-2025,15:25:13,150,15:34:09,186,106,3084,Cloudy,Security,G46,T2,118,Monday,December,Delayed
FL1674,Air India,CCU,HYD,08-04-2026,03:29:00,42,23:36:46,79,349,2550,Rain,Security,G3,T1,210,Sunday,September,Delayed
FL1675,Akasa Air,MAA,HYD,11-02-2026,02:48:37,74,21:15:00,79,153,1627,Cloudy,Crew Issue,G10,T1,87,Wednesday,April,Delayed
FL1676,SpiceJet,BLR,DXB,25-07-2025,12:48:22,126,22:23:16,134,223,2666,Fog,Air Traffic,G13,T2,223,Tuesday,October,Delayed
FL1677,Qatar Airways,SIN,HYD,25-02-2025,16:55:44,130,04:20:25,129,150,4121,Clear,Weather,G8,T3,228,Wednesday,August,Delayed
FL1678,Akasa Air,BLR,DXB,10-03-2025,09:07:46,72,05:38:58,67,166,594,Cloudy,Technical,G49,T1,333,Saturday,June,Delayed
FL1679,IndiGo,DXB,SIN,22-12-2024,14:05:33,96,12:41:38,122,196,2173,Storm,Air Traffic,G21,T3,307,Saturday,May,Delayed
FL1680,Qatar Airways,DEL,CCU,16-07-2024,19:46:34,57,02:59:23,89,182,1041,Fog,Security,G40,T3,163,Thursday,August,Delayed
FL1681,Emirates,DEL,BLR,12-07-2025,06:44:28,106,20:43:35,132,151,362,Rain,Air Traffic,G22,T3,188,Monday,February,Delayed
FL1682,Akasa Air,MAA,SIN,19-02-2025,08:02:42,3,13:14:30,14,315,434,Cloudy,Weather,G43,T3,137,Monday,April,On-Time
FL1683,Emirates,BLR,SIN,27-07-2024,20:21:16,67,03:18:08,84,266,1122,Storm,Weather,G3,T1,291,Friday,December,Delayed
FL1684,Qatar Airways,DXB,CCU,28-09-2025,09:42:29,120,04:03:30,110,161,1224,Clear,Late Aircraft,G5,T3,251,Tuesday,January,Delayed
FL1685,SpiceJet,SIN,CCU,17-08-2024,11:32:58,91,13:05:12,101,301,2968,Clear,Weather,G47,T1,133,Monday,March,Delayed
FL1686,IndiGo,HYD,CCU,18-12-2024,10:49:01,82,04:57:42,106,128,495,Cloudy,Technical,G12,T2,332,Thursday,July,Delayed
FL1687,Vistara,SIN,CCU,23-09-2025,00:46:45,55,03:26:45,86,82,576,Storm,Air Traffic,G24,T1,202,Thursday,November,Delayed
FL1688,IndiGo,BOM,CCU,18-10-2025,06:12:45,54,20:34:23,89,91,866,Cloudy,Weather,G32,T3,85,Friday,January,Delayed
FL1689,Akasa Air,BOM,BLR,01-11-2024,12:30:47,109,11:23:02,140,236,4709,Clear,Air Traffic,G39,T3,146,Wednesday,October,Delayed
FL1690,Qatar Airways,BOM,BLR,02-11-2024,08:54:14,112,07:49:28,122,196,1329,Storm,Crew Issue,G45,T2,84,Sunday,November,Delayed
FL1691,Air India,DEL,HYD,23-11-2025,23:05:02,38,03:59:30,49,177,2608,Cloudy,Technical,G42,T1,136,Saturday,July,Delayed
FL1692,Air India,HYD,DXB,27-10-2025,15:31:55,75,14:33:06,87,273,2804,Fog,Late Aircraft,G29,T3,288,Saturday,June,Delayed
FL1693,Qatar Airways,DEL,CCU,13-07-2024,02:50:31,164,12:24:31,176,200,3929,Cloudy,Technical,G47,T1,161,Monday,January,Delayed
FL1694,Akasa Air,DXB,HYD,13-09-2025,12:27:30,150,22:01:22,184,306,3987,Clear,Air Traffic,G21,T1,183,Saturday,December,Delayed
FL1695,Vistara,CCU,BOM,21-10-2025,21:50:46,107,10:52:41,114,153,4684,Cloudy,Technical,G30,T1,258,Tuesday,April,Delayed
FL1696,IndiGo,HYD,BOM,13-06-2025,15:25:17,125,13:58:44,157,181,1973,Rain,Late Aircraft,G47,T3,164,Sunday,January,Delayed
FL1697,Akasa Air,SIN,CCU,23-07-2024,11:00:43,163,23:33:57,186,260,3911,Clear,Air Traffic,G11,T3,255,Monday,May,Delayed
FL1698,Emirates,BOM,MAA,09-11-2024,13:08:41,166,11:27:06,202,305,446,Cloudy,Crew Issue,G15,T2,201,Wednesday,March,Delayed
FL1699,SpiceJet,BLR,DEL,07-01-2025,03:34:10,71,09:47:15,103,196,3660,Cloudy,Weather,G33,T1,68,Wednesday,August,Delayed
FL1700,Akasa Air,SIN,MAA,10-09-2024,18:31:56,73,17:16:56,102,234,748,Fog,Late Aircraft,G29,T3,190,Tuesday,October,Delayed
FL1701,SpiceJet,CCU,SIN,23-06-2024,13:54:53,128,20:55:25,151,152,4315,Storm,Technical,G47,T1,254,Wednesday,April,Delayed
FL1702,Emirates,BLR,DXB,01-10-2024,20:13:49,47,16:26:31,85,304,3688,Storm,Air Traffic,G29,T2,344,Tuesday,November,Delayed
FL1703,Vistara,CCU,BLR,22-06-2024,15:28:00,127,19:12:10,140,341,4466,Storm,Air Traffic,G13,T2,331,Thursday,September,Delayed
FL1704,Emirates,BOM,MAA,20-06-2024,00:59:04,48,17:06:43,40,66,1116,Cloudy,Weather,G39,T2,242,Sunday,March,Delayed
FL1705,Emirates,BLR,MAA,01-04-2025,21:42:56,61,10:43:00,67,230,550,Clear,Late Aircraft,G3,T1,256,Monday,September,Delayed
FL1706,Akasa Air,DEL,SIN,09-07-2024,12:54:14,28,08:58:47,60,341,1467,Cloudy,Crew Issue,G25,T3,205,Tuesday,January,Delayed
FL1707,Akasa Air,HYD,CCU,10-07-2024,10:39:49,72,14:07:38,62,152,804,Storm,Late Aircraft,G22,T1,167,Wednesday,July,Delayed
FL1708,Akasa Air,BLR,SIN,16-04-2026,07:09:05,156,20:39:29,164,206,4308,Fog,Technical,G45,T2,320,Friday,September,Delayed
FL1709,SpiceJet,BOM,HYD,07-06-2024,11:48:38,130,09:54:06,130,240,3289,Cloudy,Weather,G30,T3,106,Tuesday,October,Delayed
FL1710,Akasa Air,MAA,SIN,28-07-2024,18:59:00,145,05:06:50,182,253,4107,Rain,Crew Issue,G8,T1,71,Tuesday,October,Delayed
FL1711,Emirates,MAA,DXB,01-08-2025,11:45:27,5,23:35:34,6,298,2639,Storm,Air Traffic,G15,T1,269,Tuesday,August,On-Time
FL1712,SpiceJet,BLR,DEL,29-08-2025,23:08:00,115,19:46:37,153,232,4477,Fog,Technical,G2,T1,94,Saturday,April,Delayed
FL1713,Vistara,CCU,BLR,12-05-2025,03:04:24,78,18:21:39,87,280,934,Storm,Weather,G42,T1,270,Saturday,June,Delayed
FL1714,Akasa Air,BOM,DXB,01-02-2026,00:39:59,66,20:57:25,74,62,505,Fog,Late Aircraft,G40,T2,108,Friday,September,Delayed
